,單位（12級）,單位序,序,文號,主旨,附件,附件名稱,不歸檔原因,承辦單位,承辦人,保存狀況,0
1702,總務處採購組,,1451,1071301533,本校環安中心請購『108年度校園飲用水、地下水、實驗室廢水、排放水、生活污水等水質檢測案』乙案(採購案號：107U-164T)，參考最有利標精神辦理評審，評審結果『元智大學』為第一名優勝廠商，擬邀該公司進行議價，可否？請核示。,附件1,107U-164T評審會議資料及請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1703,總務處採購組,,1452,1071301565,"本校機械系採購『COMSOL多重物理量有限元素分析軟體教學版維護費用』(採購案號：107U-178T)乙案，經決標後總價為新台幣168,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,107U-178T契約書及開標請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1704,總務處採購組,,1453,1071301655,"本校環安中心採購『108年度校園飲用水、地下水、實驗室廢水、排放水、生活污水等水質檢測案』(採購案號：107U-164T)乙案，經決標後總價為新台幣420,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,107U-164T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1705,總務處採購組,,1454,1071301681,"本校太空及遙測研究中心購「Pleiades衛星影像採購合約(AGREEMENT FOR PURCHASE OF PRODUCT)」(案號107M-056T) 經決標後，總價為歐幣70,000元整，茲檢附訂購契約書一式四份，請核閱及准予用印。",附件1,107M-056T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1706,總務處採購組,,1455,1071301696,"本校物理系採購『高能脈衝雷射(high-energy pulsed laser)』(採購案號：107M-063T)乙案，經決標後總價為歐幣613,500整，茲檢附訂購契約書一式5份，請核閱及准予用印。",附件1,107M-063T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1707,總務處採購組,,1456,1071301687,"本校地科系採購『側掃聲納及底質分析儀系統資料後處理軟體』(採購案號：107U-185T)乙案，經決標後總價為新台幣350,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,107U-185T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1708,總務處採購組,,1457,1071301691,"本校前瞻中心採購『108年雲量預報系統維護』(採購案號：107U-192T)乙案，經決標後總價為新台幣605,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,107U-192T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1709,總務處採購組,,1458,1071301704,"本校地科系採購案號107R-019T『隱沒帶大規模地震情境模擬-琉球隱沒帶』總價為新台幣1,975,000元整，茲檢附得標廠商訂購契約書一式4份，請核閱及准予用印。",附件1,107R-019T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1710,總務處採購組,,1459,1071301734,"本校前瞻中心採購『網路安全發展國際觀察計畫』(採購案號：107U-199T)乙案，經決標後總價為新台幣900,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,107U-199T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1711,總務處採購組,,1460,1081300025,有關本校產學營運中心採購「108年度本校獲准專利權繳交年費代辦服務」(採購案號:107U-206T)乙案，擬成立評審委員會，簽請鈞長核示。,附件1,107U-206T委員推薦名單(密件)及請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1712,總務處採購組,,1461,1081300078,"本校太空所採購『中低軌衛星追蹤系統(Low / Medium earth orbit satellite tracking antenna systems)』(採購案號：107M-070T)乙案，經決標後總價為美金281,700元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,107M-070T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1713,總務處採購組,,1462,1081300159,有關本校研發處產學營運中心採購『108年度本校獲准專利權繳交年費代辦服務』(107U-206T)乙案，以參考最有利標精神辦理評審結果，簽請鑒核。,附件1,107U-206T評審文件及請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1714,總務處採購組,,1463,1081300195,"本校研發處產學營運中心採購『108年度本校獲准專利權繳交年費代辦服務』(採購案號：107U-206T)乙案，經決標後總價為新台幣276,050元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,107U-206T評審及議價文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1715,總務處採購組,,1464,1081300326,"本校環境中心採購『承租海研二號研究船出海作業乙式』(採購案號：108M-005T)乙案，總價為新台幣4,400,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,108M-005T契約書及請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1716,總務處採購組,,1465,1081300367,有關本組擬聘用一名行政專員一案，已於108年3月14日辦理面談，面談結果簽請核示。,附件1,採購組應徵行政專員面談結果附件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1717,總務處採購組,,1466,1081300386,"本校學務處課外組採購『108年全國大專校院學生社團評選暨觀摩活動場佈及錄影剪輯』(採購案號：108U-001T-1)乙案，經決標後總價為新台幣798,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,108U-001T-1契約書及開標文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1718,總務處採購組,,1467,1081300379,"本校理學院採購『1.5#砲塔式銑床』(採購案號：108U-008T)乙案，經決標後總價為新台幣258,000整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,108U-008T契約書及開標文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1719,總務處採購組,,1468,1081300451,"本校生醫系所採購『倒立螢光照相顯微鏡』(採購案號：108U-022T)乙案，經決標後總價為新台幣650,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,108U-022T契約書及開標文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1720,總務處採購組,,1469,1081300493,"本校大氣系採購『離子層析儀維護保養合約』(採購案號：108U-029T)乙案，經決標後總價為新台幣360,000元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,108U-029T契約書及議價文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1721,總務處採購組,,1470,1081300484,"本校營建管理所採購『第二代臺灣地區橋梁管理資訊系統雲主機及資料傳輸租用案』(採購案號：108U-036T)乙案，經決標後總價為新台幣550,541元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,108U-036T契約書及議價請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1722,總務處採購組,,1471,1081300553,有關本校管理學院採購「越南與印尼跨領域高階商管人才研習營(2019 NCUSoM Elite Workshop)」(採購案號:108U-050T)乙案，擬成立評審委員會，簽請鈞長核示。,附件1,108U-050T委員建議名單及請購文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
1723,總務處採購組,,1472,1081300582,"本校太空所採購『影像強化儀』(採購案號：108U-015T)乙案，經決標後總價為新台幣785,500元整，茲檢附訂購契約書一式4份，請核閱及准予用印。",附件1,108U-015T請購及開標文件,單位抽存(存查單位：採購組),總務處採購組,楊淑娟,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
