,Unnamed: 0,單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）.1,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,0
3756,3756,學生事務處,學生事務處,3031.0,1568.0,900001801.0,學生事務處,國立中央大學,,         ,檢送鈞部補助「鼓勵大專院校社團帶動中小學社團發展」經費新台幣伍萬參仟零貳元整之自行收納款項統一收據乙紙，敬請查收並惠予撥款。,學生事務處,學生事務處,(王心怡),王心怡,090/06/06,(90)中大學字第1814號                          ,90.0,204.0,1.0,3.0,5.0,5.0,紙本,1.0,0090/204/01/3/5,（已掃描）,         090/06/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3757,3757,學生事務處,學生事務處,3032.0,1569.0,900001808.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團網球社辦理『中大校慶盃北區大專網球社聯賽』活動經費新台幣貳萬捌仟元自行收納統一收據乙紙，請查收。,學生事務處,學生事務處,(江榮福),江榮福,090/06/07,(90)中大學字第1836號                          ,90.0,204.0,1.0,3.0,6.0,5.0,紙本,1.0,0090/204/01/3/6,（已掃描）,         090/06/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3758,3758,學生事務處,學生事務處,3033.0,1570.0,900001810.0,學生事務處,國立中央大學,,         ,本校學生社團演講思辯社為提昇高中生的辯論水準及培養高中生獨立思考之能力擬於九十年七月十日至七月十五日舉行第十屆「金陵盃全國高中生辯論比賽」，懇請貴公司惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/06/07,(90)中大學字第1837號                          ,90.0,204.0,1.0,3.0,7.0,5.0,紙本,1.0,0090/204/01/3/7,（已掃描）,         090/06/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3759,3759,學生事務處,學生事務處,3034.0,1571.0,900001942.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社為服務原住民小朋友，擬定於九十年七月二十四日至二十九日辦理「原愛暑假出隊」活動，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/06/14,(90)中大學字第1944號                          ,90.0,204.0,1.0,3.0,8.0,5.0,紙本,1.0,0090/204/01/3/8,（已掃描）,         090/06/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3760,3760,學生事務處,學生事務處,3035.0,1572.0,900001943.0,學生事務處,國立中央大學,,         ,本校學生社團國樂社擬訂於九十年七月二十一日至二十四日辦理『中央大學國樂社第九屆暑期巡迴表演』活動，請惠予指導、協助宣傳並補助活動經費，請查照。,學生事務處,學生事務處,(江榮福),江榮福,090/06/14,(90)中大學字第1945號                          ,90.0,204.0,1.0,3.0,9.0,5.0,紙本,1.0,0090/204/01/3/9,（已掃描）,         090/06/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3761,3761,學生事務處,學生事務處,3036.0,1573.0,900002022.0,學生事務處,國立中央大學,,         ,本校學生社團演講思辯社為提昇高中生的辯論水準、培養高中生民主法治及獨立思考之能力擬於九十年七月十日至七月十五日舉行第十屆「金陵盃全國高中生辯論比賽」，懇請貴府惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/06/21,(90)中大學字第2035號                          ,90.0,204.0,1.0,3.0,10.0,5.0,紙本,1.0,0090/204/01/3/10,（已掃描）,         090/06/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3762,3762,學生事務處,學生事務處,3037.0,1574.0,900002023.0,學生事務處,國立中央大學,,         ,本校學生社團演講思辯社為提昇高中生的辯論水準、培養高中生民主法治及獨立思考之能力擬於九十年七月十日至七月十五日舉行第十屆「金陵盃全國高中生辯論比賽」，懇請貴會惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/06/21,(90)中大學字第2036號                          ,90.0,204.0,1.0,3.0,11.0,5.0,紙本,1.0,0090/204/01/3/11,（已掃描）,         090/06/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3763,3763,學生事務處,學生事務處,3038.0,1575.0,900012331.0,總收文,教育部,台(九○)訓(一)字第90085978號,090/06/20,本部部分補助貴校辦理「鼓勵大專院校社團帶動中小學社團發展」經費新台幣伍萬參仟零貳元整，已另行撥付，請查照。,學生事務處,學生事務處,(王心怡),王心怡,,                                        ,90.0,204.0,1.0,3.0,12.0,5.0,紙本,2.0,0090/204/01/3/12,（已掃描）,090/06/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3764,3764,學生事務處,學生事務處,3039.0,1576.0,900012444.0,總收文,行政院勞工委員會,台九十勞資三字第0029786號,090/06/27,貴校辦理「第十屆金陵盃全國高中生辯論比賽」，函請本會補助活動經費一案，查本會並無是項經費預算，歉難補助。復請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,3.0,13.0,5.0,紙本,2.0,0090/204/01/3/13,（已掃描）,090/06/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3765,3765,學生事務處,學生事務處,3040.0,1577.0,900012565.0,總收文,桃園縣政府,九十府教學字第122186號,090/07/04,關於貴校函請本府補助第十屆「金陵盃全國高中生辯論比賽」，因本府財政困難，歉難同意補助活動經費，請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,3.0,14.0,5.0,紙本,2.0,0090/204/01/3/14,（已掃描）,090/07/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3766,3766,學生事務處,學生事務處,3041.0,1578.0,900002144.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團辦理『九十年暑假暨第一學期志願服務』活動經費共十八萬九千五百二十五元整自行收納統一收據乙張，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/06/29,(90)中大學字第2166號                          ,90.0,204.0,1.0,3.0,15.0,5.0,紙本,1.0,0090/204/01/3/15,（已掃描）,         090/06/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3767,3767,學生事務處,學生事務處,3042.0,1579.0,900012687.0,總收文,行政院青年輔導委員會,九○青輔肆字第005309號,090/07/11,本會補助貴校學生社團辦理九十學年度暑假暨第一學期志願服務活動，經費計新台幣壹拾捌萬玖仟伍佰貳拾伍元整，業已匯入貴校帳戶(第一銀行中壢分行，帳號：28130610132，戶名：國立中央大學)，復請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,3.0,16.0,5.0,紙本,2.0,0090/204/01/3/16,（已掃描）,090/07/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3768,3768,學生事務處,學生事務處,3043.0,1580.0,900002241.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社為加強原住民學生學習能力，奠定其英文及電腦基礎，擬定於七月二十四日至二十九日辦理『原愛社暑假出隊活動』，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/07/09,(90)中大學字第2243號                          ,90.0,204.0,1.0,3.0,17.0,5.0,紙本,1.0,0090/204/01/3/17,（已掃描）,         090/07/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3769,3769,學生事務處,學生事務處,3044.0,1581.0,900012734.0,總收文,財團法人俊逸文教基金會,(九十)俊逸明字第015號,090/07/13,本會同意補助貴校學生社團原愛社於九十年七月二十四日至七月二十九日舉辦之「原愛社暑假出隊活動」經費新台幣壹萬元正。請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,3.0,18.0,5.0,紙本,3.0,0090/204/01/3/18,（已掃描）,090/07/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3770,3770,學生事務處,學生事務處,3045.0,1582.0,900002268.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團原愛社辦理「原風舞動-中央原住民週活動」活動經費貳萬元領據乙張、經費支出原始憑證、經費支出明細表，活動成果報告書各乙份，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/07/11,(90)中大學字第2270號                          ,90.0,204.0,1.0,3.0,19.0,5.0,紙本,1.0,0090/204/01/3/19,（已掃描）,         090/07/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3771,3771,學生事務處,學生事務處,3046.0,1583.0,900012921.0,總收文,行政院原住民委員會,台(九十)原民教字第9009246號,090/07/24,本會部分補助貴校辦理「原風舞動-中央原住民週活動」經費新臺幣貳萬元整，業已撥入第一銀行中壢分行第二八一三○六一○一三二號帳戶內；所送支出明細表及支出原始憑證同意核銷；另所送成果報告書，同意備查，復請查照。,學生事務處,學生事務處,(賴惠珍),賴惠珍,,                                        ,90.0,204.0,1.0,3.0,20.0,5.0,紙本,2.0,0090/204/01/3/20,（已掃描）,090/07/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3772,3772,學生事務處,學生事務處,3047.0,1584.0,900002450.0,學生事務處,國立中央大學,,         ,檢送鈞部頒發本校急救社參加『八十八學年度第一學期全國大專院校績優學生社團評鑑』特優獎獎金壹萬元自行收納統一收據乙張，請查收。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/07/24,(90)中大學字第2457號                          ,90.0,204.0,1.0,3.0,21.0,5.0,紙本,1.0,0090/204/01/3/21,（已掃描）,         090/07/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3773,3773,學生事務處,學生事務處,3048.0,1585.0,900002354.0,學生事務處,國立中央大學,,         ,本校學生社團國樂社擬訂於九十年七月二十一日至二十四日辦理『中央大學國樂社第九屆暑期巡迴表演』活動，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/07/17,(90)中大學字第2369號                          ,90.0,204.0,1.0,3.0,22.0,5.0,紙本,1.0,0090/204/01/3/22,（已掃描）,         090/07/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3774,3774,學生事務處,學生事務處,3049.0,1586.0,900002352.0,學生事務處,國立中央大學,,         ,本校學生社團原愛社為加強原住民學生學習能力，奠定其英文及電腦基礎，擬定於七月二十四日至二十九日辦理『原愛社暑假出隊活動』，請惠予指導並補助活動經費，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,090/07/17,(90)中大學字第2370號                          ,90.0,204.0,1.0,3.0,23.0,5.0,紙本,1.0,0090/204/01/3/23,（已掃描）,         090/07/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3775,3775,學生事務處,學生事務處,3050.0,1587.0,900002353.0,學生事務處,國立中央大學,,         ,檢送本校八十九學年度下學期「鼓勵大專院校社團帶動中小學社團合作計畫」成果報告一份，請查收。,學生事務處,學生事務處,(王心怡),王心怡,090/07/17,(90)中大學字第2372號                          ,90.0,204.0,1.0,3.0,24.0,5.0,紙本,1.0,0090/204/01/3/24,（已掃描）,         090/07/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3776,3776,學生事務處,學生事務處,3051.0,1588.0,900013026.0,總收文,桃園縣政府,九十府原行字第145765號,090/07/31,貴校學生社團原愛社辦理「原愛社暑假出隊活動」申請推展原住民社會教育補助經費一案，復如說明，請查照。,學生事務處,學生事務處,(江榮福),江榮福,,                                        ,90.0,204.0,1.0,3.0,25.0,5.0,紙本,2.0,0090/204/01/3/25,（已掃描）,090/07/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3777,3777,學生事務處,學生事務處,3052.0,1589.0,900013027.0,總收文,教育部,台(九○)訓(一)字第90107294號,090/07/31,撥付貴校學生社團急難救護社榮獲「八十八學年度暨八十九學年度第一學期全國大專院校績優學生社團評鑑暨觀摩活動」大學組特優獎之獎勵補助金新台幣壹萬元整，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,3.0,26.0,5.0,紙本,2.0,0090/204/01/3/26,（已掃描）,090/07/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3778,3778,學生事務處,學生事務處,3053.0,1590.0,900012898.0,總收文,教育部,台(九○)訓(一)字第90103755號,090/07/23,貴校所送八十九學年度第二學期「大專院校帶動中小學社團合作計畫」成果報告，已悉。,學生事務處,學生事務處,(王心怡),王心怡,,                                        ,90.0,204.0,1.0,3.0,27.0,5.0,紙本,2.0,0090/204/01/3/27,（已掃描）,090/07/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3779,3779,學生事務處,學生事務處,3054.0,1591.0,900002709.0,學生事務處,國立中央大學,,         ,檢送貴會補助本校學生社團演講思辯社辦理「第十屆金陵盃全國高中生辯論比賽」活動經費新台幣壹萬伍仟元整領據，請查照並惠予撥款。,學生事務處,學生事務處,(賴惠珍),賴惠珍,090/08/15,(90)中大學字第2731號                          ,90.0,204.0,1.0,3.0,28.0,5.0,紙本,1.0,0090/204/01/3/28,（已掃描）,         090/08/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
3780,3780,學生事務處,學生事務處,3055.0,1592.0,900013853.0,總收文,桃園縣政府,九十府原行字第171899號,090/09/25,貴校學生社團原愛社辦理「原愛社暑假出隊活動」申請推展原住民社會教育補助經費一案，所送經費支出憑證及活動成果報告檔案業已查收，惟請再補附貴校統一收據俾憑撥款，請查照。,學生事務處,學生事務處,(鄭秀琴),鄭秀琴,,                                        ,90.0,204.0,1.0,3.0,29.0,5.0,紙本,2.0,0090/204/01/3/29,（已掃描）,090/09/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
