單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2230,2854,0890013741,總收文,嘉義市政府,89府兵徵字第81095號,089/10/24,送還貴校（院）八十九學年度第一學期申請緩徵學生名冊，覆請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,6,10,紙本,6,0089/205/01/6/6,（已掃描）,089/10/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2231,2855,0890013733,總收文,新竹市政府,(89)府兵徵字第76312號,089/10/24,檢還貴校八十九學年度第一學期學生棟晁柳等二十五員緩徵核定名冊一份（如附件），復請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,7,10,紙本,8,0089/205/01/6/7,（已掃描）,089/10/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2232,2856,0890013738,總收文,新竹縣政府,89府兵徵字第160752號,089/10/24,函送八十九學年度學生申請緩徵名冊一份，復請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,8,10,紙本,7,0089/205/01/6/8,（已掃描）,089/10/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2233,2857,0890013755,總收文,臺北縣政府,89北府兵徵字第407325號,089/10/25,核定（七十）張家華等三一八名准予緩徵名冊乙份（如附件），請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,9,10,紙本,45,0089/205/01/6/9,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2234,2858,0890013765,總收文,屏東縣政府,89屏府兵徵字第170417號,089/10/25,函送八十九學年度學生申請緩徵名冊乙份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,6,10,10,紙本,8,0089/205/01/6/10,（已掃描）,089/10/25,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2235,2859,0890003858,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消減名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/11/09,(89)中大學字第3792號                          ,0089,205,01,6,11,10,紙本,7,0089/205/01/6/11,（已掃描）,         089/11/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2236,2860,0890003859,學生事務處          ,國立中央大學,,         ,補送本校八十九學年度第一學期申請緩徵學生名冊二份及役男徵額歸屬證明書乙份，敬請查照惠核。,學生事務處,學生事務處,(邱清真),邱清真,089/11/09,(89)中大學字第3793號                          ,0089,205,01,6,12,10,紙本,8,0089/205/01/6/12,（已掃描）,         089/11/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2237,2861,0890003911,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/11/14,(89)中大學字第3838號                          ,0089,205,01,6,13,10,紙本,3,0089/205/01/6/13,（已掃描）,         089/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2238,2862,0890003910,學生事務處          ,國立中央大學,,         ,補送本校八十九學年度第一學期申請緩徵學生名冊二份及役男徵額歸屬證明書乙份，敬請查照惠核。,學生事務處,學生事務處,(邱清真),邱清真,089/11/14,(89)中大學字第3840號                          ,0089,205,01,6,14,10,紙本,2,0089/205/01/6/14,（已掃描）,         089/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2239,2863,0890014068,總收文,基隆市政府,(89)基府兵徵字第100863號,089/11/14,貴校學生陳逸旻乙名申請緩徵，經審查核定如附冊，復請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,1,10,紙本,5,0089/205/01/7/1,（已掃描）,089/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2240,2864,0890013786,總收文,花蓮縣政府,(89)府兵徵字第114240號,089/10/26,貴校學生林春兆等十名，准予緩徵，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,2,10,紙本,6,0089/205/01/7/2,（已掃描）,089/10/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2241,2865,0890013785,總收文,高雄市政府兵役處,89高市兵役二字第13702號,089/10/26,檢還申請緩徵學生名冊乙份如附件，冊列學生准予緩徵，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,3,10,紙本,2,0089/205/01/7/3,（已掃描）,089/10/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2242,2866,0890014055,總收文,高雄市政府兵役處,89高市兵役二字第14640號,089/11/13,檢還申請緩徵學生名冊乙份如附件，冊列學生准予緩徵，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,4,10,紙本,5,0089/205/01/7/4,（已掃描）,089/11/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2243,2867,0890014045,總收文,臺北市政府兵役處,北市兵二字第8922627400號,089/11/13,抄轉國立中央大學學生詹有智等三名緩徵原因消滅名冊一份如附件，冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即轉送役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,5,10,紙本,2,0089/205/01/7/5,（已掃描）,089/11/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2244,2868,0890014064,總收文,臺北縣政府,89北府兵徵字第432927號,089/11/14,檢送高英耀乙名緩徵原因消滅名冊（如附件），冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,6,10,紙本,2,0089/205/01/7/6,（已掃描）,089/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2245,2869,0890014065,總收文,新竹縣政府,89府兵徵字第168747號,089/11/14,函送離校學生緩徵原因消滅名冊一份請即註銷緩徵依規徵集。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,7,10,紙本,2,0089/205/01/7/7,（已掃描）,089/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2246,2870,0890014044,總收文,苗栗縣政府,89府兵徵字第8900095514號,089/11/13,檢送貴校八十九學年度學生李文凱等一五三名申請緩徵核定名冊乙份如附件，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,8,10,紙本,5,0089/205/01/7/8,（已掃描）,089/11/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2247,2871,0890014080,總收文,台南縣政府,89府兵徵字第183960號,089/11/15,貴校所送學生吳瑞鴻等乙員准予緩徵，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,9,10,紙本,5,0089/205/01/7/9,（已掃描）,089/11/15,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2248,2872,0890014127,總收文,高雄市政府兵役處,89高市兵役二字第14834號,089/11/17,檢還申請緩徵學生名冊乙份如附件，冊列學生准予緩徵，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,10,10,紙本,5,0089/205/01/7/10,（已掃描）,089/11/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2249,2873,0890003964,學生事務處          ,國立中央大學,,         ,檢送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,089/11/17,(89)中大學字第3910號                          ,0089,205,01,7,11,10,紙本,2,0089/205/01/7/11,（已掃描）,         089/11/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2250,2874,0890014153,總收文,高雄市政府兵役處,89高市兵役二字第14928號,089/11/20,檢送貴區役男離校學生緩徵原因消滅名冊乙份如附件，請註銷緩徵並依規定辦理徵處，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,12,10,紙本,2,0089/205/01/7/12,（已掃描）,089/11/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2251,2875,0890014151,總收文,臺北市政府兵役處,北市兵二字第8922626300號,089/11/20,檢還貴校八十九學年度申請緩徵學生劉峻瑋乙員經核定緩徵名冊乙份（如附件），請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,13,10,紙本,4,0089/205/01/7/13,（已掃描）,089/11/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2252,2876,0890014126,總收文,嘉義市政府,89府兵徵字第87916號,089/11/17,送還貴校（院）八十九學年度第一學期申請緩徵學生名冊，覆請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,14,10,紙本,5,0089/205/01/7/14,（已掃描）,089/11/17,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
學生事務處,學生事務處                              ,2253,2877,0890014152,總收文,桃園縣政府,89府兵徵字第229791號,089/11/20,檢送八十九學年度第一學期申請緩徵學生名冊乙份，請查照。,學生事務處,學生事務處,(邱清真),邱清真,,                                        ,0089,205,01,7,15,10,紙本,5,0089/205/01/7/15,（已掃描）,089/11/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
